,formula,target
59945,Ba1 Mn2 O5.94 Pr1,0
59946,Na0.64 O5 V2,2
59947,Na2 Pt1 Se2,0
59948,Cd4.39 Rh3,2
59949,Pt1 Sn1 U1,0
59950,Al0.6 Co0.4 Li1 O2,1
59951,Li1.1 Mn1.9 O4,1
59952,Fe1.33 Ni1.67 P1,1
59953,Ca1 Ge0.901 O5 Si0.098 Ti1,1
59954,Gd1 S0.89,2
59955,Cs3 Ge3 O9 Sm1,2
59956,Ca0.884 Ga2.348,3
59957,Cu0.4 La0.994 Mn0.6 O3,3
59958,Ba3 Cu2 Fe2 O5 S2,0
59959,Mg1 Sm1 Tl1,0
59960,Ga1 Tm1 Zn1,0
59961,As12.66 Ga6 K20,2
59962,Ba8 Ge41.8 Zn2.1,3
59963,C1 B15.5 N1 Sc0.93,2
59964,Ca8 F2 La2 O24 P4 Si2,1
59965,Fe2 La1 Si2,0
59966,Ba1 Na1 S3 Sb1,0
59967,Pb1 Rh1.924 Sm2,2
59968,O26 Si4 Sr3 Ta6,0
59969,Ba1.7 Ca0.3 Cu3 O7.1 Pr1,3
59970,Ga3 Sb3 Zr10,1
59971,Al1 B8 Ni12,0
59972,Pd1.89 Sn1 U0.9,2
59973,Dy2 O3,2
59974,Ga1 Pr1 Zn1,0
59975,Ba0.8 F2.2 Ho0.2,3
59976,Cs3 Sm7 Te12,2
59977,Cu26 Ge6 Mo2 S32,0
59978,F5 Pd1 Rb3,0
59979,Al1 F2 Na5 O8 P2,0
59980,In8 Ir2 Te1,0
59981,C60 I8 Sn2,2
59982,Ir1 Mg1 Nd4,0
59983,Ba1 Ga2 O7.5 Sr2 Y1,1
59984,Dy1.2 Fe4 Si9.9,3
59985,Mg3 Na2 O16 S4,0
59986,Gd1 Os2,0
59987,Cl2 Yb1,0
59988,Ca0.9 O7 Ru2 Sr2.1,3
59989,La1 N3 Re1,0
59990,Ba1.45 Ca0.3 Cu3 La1.25 O6.94,3
59991,La0.5 Mn1 O6 Sr1.5 W1,1
59992,I1 Nb1 O2,0
59993,Al0.05 Co0.1505 Li0.986 Ni0.8135 O2,1
59994,Ge6 Nd2 Pd1,0
59995,Ga1.33 Se2,2
59996,B7 Mg1,0
59997,Pt1 Se1 Si1,0
59998,Cu3 K3 P3 Se9,0
59999,As1 Ba2 Cl1 S3,0
60000,La2 Mn1 O6 Zn1,1
60001,Br8.906 K1 Re6 S5.094,1
60002,Ag1 Pr1 Sb2,0
60003,Ca8.104 Ga32 O60 Pb3.896,1
60004,I2 Li5 S3 Sb1,0
60005,Al2 Gd0.4 Tb0.6,1
60006,As0.33 Cu0.33 In0.67 Se0.67,1
60007,Ge2 Mg1 O7 Sr2,0
60008,Cd0.9 F2.1 Ho0.1,3
60009,B6 Nd1 Ni12,0
60010,Ba1 Hg11,0
60011,B2 Cu2 O6 Sr1,0
60012,C2.8 La1.6 Th0.4,3
60013,N6 O16.23 Zr1,2
60014,Ca0.33 Fe0.05 La0.67 Mn0.95 O3,1
60015,Co5 Ga1 Y5,0
60016,Cr1 La1 O6 Sn1 Sr1,1
60017,Br3 Ce2 N1,0
60018,Cu1 O9 Se3 Sr2,0
60019,Au3 Rb3 Sb2,0
60020,Co14 Ho2 Mn3,0
60021,I1 O4 Rb1 S1 Zn1,0
60022,C1 In1 Nb2,0
60023,F2 Mg0.33 Nb0.67 O1,1
60024,Ca0.008 Fe0.141 Mn0.785 Nb1.775 O6 Ta0.178 Ti0.032,3
60025,Cu0.8736 Ga0.1264,1
60026,N1 Nb4 Ni2,0
60027,Ca1 Co1 La1 O6 Ru1,1
60028,Ba1 F10 Te2,0
60029,Mn2.964 O10 Pt0.036 Sr4,1
60030,Ho5 Rh6 Sn18,2
60031,Ga5.25 La3 O14 Si0.75,1
60032,Co2 Ga1 Y1,1
60033,Fe0.15 Mg1.82 O6 Si2,3
60034,Ga1 Mn5 O12 Y2,1
60035,Cs4 O4 Pb1,0
60036,Cl15 Gd11 Ir3,0
60037,Cd5 Ni1,1
60038,Ge4 Tm3,0
60039,Fe2 Lu1,0
60040,C1 Al0.1 W0.9,1
60041,Ag3.65 Al1.35 Sm1,1
60042,As2 Cl0.99 Cs3.88 Na0.12 O16.6 V4.6,2
60043,Pd3 S4 U0.92,2
60044,Ho2 In1,0
60045,La2 O2 Se0.23 Te0.77,1
60046,Gd1 O3 V1,0
60047,Gd8 O8 Sb3,2
60048,Be17 Ca12 O29,0
60049,S3 Sr1,0
60050,Ca0.06 La0.19 Na0.75 Nb0.5 O3 Ti0.5,3
60051,F0.2 Mn1.5 Ni0.5 O3.8,1
60052,Eu0.034 Mn0.966,0
60053,Er1 O9 P3,0
60054,Au2 Er1,0
60055,Ga2 Ni1 Zr6,0
60056,Ge1 La1 Pd1,1
60057,Al10.96 Gd0.58 O17,2
60058,Er1 Pd3 S4,0
60059,Ca0.865 F2.27 U0.135,3
60060,K1 Ni1 O9 P3,0
60061,Al0.21 Be12.79 U1,3
60062,Lu0.25 Mn2 Tb0.75,1
60063,Se2 V1.005,2
60064,Bi0.99 Cu1 O1 Pb0.01 Te1,1
60065,Al8 Fe4 Hf1,0
60066,Cr0.5 O6 Rb1.5 Te1.5,3
60067,Cr0.48 Cu1 Hg0.52 O4.82 Sr2,3
60068,Bi2 Br1 Ho1 O4,0
60069,Ba2 Ca0.15 Co0.36 Cu2.64 O7.05 Y0.85,3
60070,Pb4 Pr5,0
60071,Eu1 Po1,0
60072,Nb1.2 Rh0.8,1
60073,Ca0.123 Mn0.877 O1,1
60074,F1 Na5 O9 P2 Ti1,0
60075,La0.93 Mn1 O3,2
60076,Ga1.5 Zn1.5 Zr1,1
60077,Cu1 Li3 O5 Sb1,3
60078,Ca2 N1 O3 P1,0
60079,La5 Sb1.6 Si1.4,1
60080,Bi3 Cl2 Na1 O4,1
60081,Pt1 S1 Sn1,1
60082,Gd0.2 O5 Si1 Y1.8,1
60083,F2 Fe0.4 Mg0.6 O14 Si4 Y2.6 Yb1.4,1
60084,Er4 Ge6 Zn5,0
60085,Mo0.85 O4 Sr1 W0.15,1
60086,Ag0.79 Ge0.21,1
60087,C0.46 Cr2 N0.44,3
60088,Dy1 In1 Mg1,0
60089,Ca8.1 Eu1 Ge0.2 O28 P6.8 Zn1,3
60090,Co1 O4 Se1,0
60091,Al0.31 Ba1.92 Ca0.2 Cu2.69 O6.76 Y0.88,3
60092,Gd1 O3 Yb1,1
60093,Cs1 In1 O8 Se2,0
60094,Au2 Y3,0
60095,Mo1 Rb2 S4,0
60096,Cs0.622 Fe1.49 Se2,2
60097,Co5 Sm0.5 Y0.5,1
60098,Ce1 Co1 Ge3,0
60099,Al2 Fe0.76 Mg2.23 O12 Si3,1
60100,O31 Rb8 U9,0
60101,Ce2 Cu3 Ga5,1
60102,I1 Na16 Rb6 Sb7,2
60103,Fe1 Se0.05 Te0.95,1
60104,Cu22 Fe8 Ge4 S32,1
60105,F7 Rb3 Ti1,0
60106,B1 Co2 Cr1 Fe11 Nd2,1
60107,Cs0.35 O7 V3,2
60108,Al0.167 Co3.5 Ti0.333,1
60109,Bi6 Cd1 Rb2 Se11,1
60110,Au1 Zn3,0
60111,Bi2 Pb2 S5,0
60112,Ba1 Fe0.5 O8 P2 Sb0.5,1
60113,Gd1 Sb1 Te1,0
60114,Co1 In5 Tm1,0
60115,In3 Rh2.89 Tm14,2
60116,Ag7 Ca2,0
60117,Fe0.67 La2 O10 Ti3,2
60118,Ce1 Co0.716 Ga1.284,1
60119,Al1 Co1 W1,1
60120,Al9.99 Pt4 Y1.357,3
60121,Cr0.667 O4 Sb0.667 Sn0.667,1
60122,Cd0.72 Cs2 Hg5.28 S7,1
60123,Dy1 Ga1.7 Ni0.3,1
60124,Bi1.504 Fe0.693 O17.219 W4.64,3
60125,Ag0.32 Al2.68 Ti1,1
60126,Bi0.77 Fe0.65 Mn0.35 O3 Sm0.23,1
60127,Ca1.14 Ge1 Mn0.86 O4,1
60128,Ca0.2 Cr0.15 Cu2.85 O8 Pb1.75 Sr2 Y1,3
60129,Mo28 Nb1.12 Ni26.88,1
60130,Fe1 Ta1 Te4,0
60131,Cu0.9 In1 Mn0.1 S2,1
60132,C12 Bi7 La21 Mn8,0
60133,Cu1 O2 Rh1,0
60134,Be13 Cm1,0
60135,Ca4 Fe9 O17,0
60136,Bi2 Ni0.1 O5.35 V0.9,3
60137,Cu2 O1,0
60138,K1 Na1 Nb1 O5 Sm1,0
60139,Mo1.08 Ni2.92,1
60140,Al9 K9 O72 Si27,3
60141,Ba0.4 Ir1 O6 Sr1.6 Y1,1
60142,Cu1 Rh2 S3.8 Se0.2,1
60143,Bi1 Cr1 O6 Te1,1
60144,Ag3 O12 P3 Tl2,0
60145,As4 Mg1,0
60146,B4 Bi0.9 O15 Sr3 Y3.09,1
60147,Al9 Mg3.5 O20 Si1.5,1
60148,C4 Hg1 N4 S4 Zn1,0
60149,Co16 La2 Ti1,1
60150,Cd2 Ga2 Sr1,0
60151,Ba1.59 Cu3 Nd1.41 O7.12,3
60152,Al3 B4 Ho1 O12,0
60153,Bi8.1 O14 V0.9,1
60154,Gd1 Ge1 Ti0.9,2
60155,Ce0.3 O5 Si1 Y1.64 Yb0.06,1
60156,Dy1 Ga2 Ni3,1
60157,Fe11 Ti1 Tm1,1
60158,Pd2 Ti1,0
60159,Fe4.75 Li1 Mn0.25 O8,1
60160,K1.03 Mn2 O4,2
60161,Fe1 O3 Y0.986,2
60162,Ca1.082 Fe1.66 O7 Sr0.382 Tb1.536 Ti0.34,3
60163,Ca1 Pd1 Sn1,0
60164,Cr3 Se2 Te2,1
60165,Fe1 O2.93 Sm0.4 Sr0.6,3
60166,Cr1 F6 K1 Ni1,1
60167,Al1.121 Ba1 Ca1 Co1.691 O7 Zn1.185,1
60168,As1 Se1 Th1,0
60169,Cu1 Ni1 Ti1,1
60170,Ca2 Gd3 O14 Sb3,1
60171,Cu1 Pb1 Se3 Tm1,0
60172,As3 Co1,2
60173,Al2.86 Fe0.14 Mo1,1
60174,Ba2 Gd1 O6 W1,0
60175,In1 Pd2 Sc2,0
60176,Al1 Cu1 Sc0.15 Yb0.85,1
60177,Ba2 Cu3 O6.98 Y1,2
60178,Cu1 Fe1 Tb1,1
60179,Nb1 Ni1 P1,0
60180,C1 B2 Ni2 Tb0.698 Y0.302,1
60181,Al8.28 Fe0.2 O19.76 Si3.52,3
60182,Fe0.15 La0.67 Mn0.85 O3 Sr0.33,1
60183,Al2.1 Cr0.1 Mg0.8 O4,1
60184,Co0.2 Fe2 Ni0.8 O4,1
60185,B4 Fe1 O7,0
60186,Cs1.4 F6 Mn1 Rb0.6,1
60187,Ca0.67 Ho0.33 O5 Si1 V1,1
60188,Ni0.9 Sb1 Zr0.1,1
60189,F6 K2 Zr1,0
60190,B34.94 Ni0.18 Zn1.21,3
60191,K1 Mg1 Sb1,0
60192,Rh2 Sn1,0
60193,Gd1.5 Pr3.5 Si3,1
60194,F4 K1 Yb1,0
60195,Bi2.5 Na2.5 Nb4 O15,1
60196,Cl4 Cu7 Na2 O14 Se4,0
60197,La2 Mo4 O18 Sb2,0
60198,Cu0.08 Si3.92 Zr4,1
60199,Ge1 Hf2,0
60200,Au1 Ge1 Tb1,0
60201,Ce0.868 Nd0.132 O1.934,3
60202,Ga3.46 O48 Ti21.54,1
60203,Ge38.18 In7.81 Rb8,1
60204,Ba4 Cu3 O9.3 Tm1,2
60205,Al12 O48 Rb13.48 Si12,3
60206,La2 Na2 O10 Ru0.25 Ti2.75,3
60207,Ga0.286 Hg0.571 Te1,3
60208,Ba6.06 Na1.94 Si46,1
60209,Gd3 Pt23 Si11,0
60210,Cr0.4 Nd1 Ni0.6 O3,1
60211,Ag1 Cl8 Co1 Cs5,2
60212,S0.81 Si0.19 U1,1
60213,Pd20.96 Zn71,1
60214,Al0.15 Cu0.85,1
60215,Ni0.27 Sb1 V1,2
60216,Fe7 Nb6,0
60217,La2 Ni1 O4.17,2
60218,Eu1 O4 Sb1,0
60219,Ba3 Be5 O8,2
60220,Eu1 Mn1 O3.052,0
60221,Ce0.5 Co1 Cu2 O9.08 Sr2 Y1.5,3
60222,B3 Ca4 Lu1 O10,1
60223,Ba0.93 O4 Sm0.07 W1,1
60224,Mn0.77 O4 Pb0.75 Sb1.48,1
60225,C6 Mn23,0
60226,Cs1 F5 O1 Ti1 Zn1,1
60227,Ce0.85 Co5 Zr0.15,1
60228,Mg1.398 Ni0.62 O4 Si1,1
60229,Br0.3 I1.7 Sr1,1
60230,Na6 Se4 Zn1,0
60231,Bi2 Cl12 Cs4 Mn1,2
60232,Co1.5 La1.5 O6 Ru0.5 Sr0.5,1
60233,Cu1 Ge4 O12 Tb2,0
60234,Br1 Cr2 Cu1.5 Se3,3
60235,Ce0.11 Cu2.02 Ho2.64 In0.98 O9 Sr1.25,3
60236,Ge1 Ni0.5 S7 Tb3,2
60237,Co1.75 Mg0.25 O4 Si1,1
60238,Cd1 Cs2 Se8 Sn3,0
60239,La0.52 Mo1 Na0.48 O4,1
60240,Ga12 La2 Pd1,0
60241,Gd3 P4 Pd7,0
60242,La3 Rh2,0
60243,Co1 Na2 O10 Si4,0
60244,Ca0.98 F1.4 Fe0.45 K0.8 Mg4.3 Na1.17 O22.6 Si7.88 Ti0.42,3
60245,Cl5 Fe1 Tl3,0
60246,Cl6 Na0.92 Nd1.7,3
60247,Ag1 Bi1 O8 W2,1
60248,Pt4 S6 Tl2,0
60249,Ba0.875 Na1.25 P5 Si3,3
60250,O12 P4 Pb1 Rb2,0
60251,Cu0.67 Ge0.33 S1,1
60252,Hg1 Th1,1
60253,Bi1 Br1 Cd1 S2,0
60254,Cs8 Sb28.11 Zn17.89,1
60255,Al3.936 Ce0.064 Sr1,1
60256,Ba4 Ho1 O12 Ru3,0
60257,Ba2 Cu1 Hg1 O4.07,2
60258,Cu3 Nd0.76 O8 Pb2 Sr2.24,1
60259,Pr3 Se7 Si1.25,2
60260,N1 Pu1,0
60261,Cs3 I9 Mo2,0
60262,Li2 O5 Si1 V1,0
60263,Pt1 Sb1.72 Te0.28,1
60264,Al1 As4 Ca3 Na3,0
60265,Au1 Li1 Mg1 Sn1,0
60266,Mn1.6 Ni1.4 Sn1,1
60267,Ba2 Cu1 O6.008 Tl1.864,2
60268,Al0.54 Mg0.51 Mn1.95 O4,1
60269,Nd1 Sb2,0
60270,Pt1.2 Si2.8 Sr1,1
60271,B4 Pu1 Tc1,0
60272,Al1.85 Co0.15 Tb1,1
60273,F5 K1 Na1 Nb1 O1,0
60274,Cr1.76 Cu1 Sb0.16 Se4,3
60275,Ca0.333 La0.3335 Mn1 O3 Tb0.3335,1
60276,Eu1 Yb1,1
60277,Ge6 Ho4 Zn5,0
60278,Fe1.665 Ir0.042 Mg1.063 O4 Ru0.23,1
60279,Cl2 K5 Na1 O12 S4,0
60280,Co4 In0.26 Sb11.64,2
60281,Li1.034 Mn1.966 O3.976,3
60282,Bi1.3 Pd0.27 Pt0.73 Sb0.07 Te0.63,1
60283,Fe16 La0.05 O27 Sr0.95 Zn2,1
60284,La1 Ni0.4 Si1.6,1
60285,Bi12.86 Br6 Ni4,2
60286,Ge1.5 La1 Ni0.5,1
60287,Ba2 K1 Na1 O9 Te2,1
60288,Co2.38 Mn0.62 O6 Te1,1
60289,Gd1 In1 O3,0
60290,N56 O3 Sr51 W12,0
60291,B16 Si3.76 Tb10,2
60292,Al0.11 I0.89 La0.65,3
60293,Dy1 Na2 O8 P1 W1,0
60294,Ba2 Cd3 O15 V4,0
60295,B2 Fe1 Nb2,0
60296,Na16 Rb7.03 Sb7,2
60297,Ba0.95 Cr0.05 La0.05 O3 Ti0.95,1
60298,B12 Li2 Si2,0
60299,Cl6 F18 Na2 Pb11,3
60300,K1 Nb8 O14,0
60301,B5.9 La1,2
60302,La0.965 Ni1 O3.9 Sr0.965,3
60303,Br3 Cs1 Fe1,0
60304,Al7.9 Cr4.1 Ho1,1
60305,B2 Ca3 O6,0
60306,Cu1 Na2 O10 Si4,0
60307,Ag2 O4 Se1,0
60308,Cs1 Sb2 Se4,0
60309,Cr1 Se7 Tm4,1
60310,Fe1.32 Ge7.46 Nd4,3
60311,C2 Cl5 Pr4,0
60312,Ca0.94 F2.06 Y0.06,3
60313,Br1 Gd0.8 La0.2 O1,1
60314,Ce0.33 O12 P3 Zr2,0
60315,Ga1 Se1,0
60316,I6 Pd1 Rb2,0
60317,Fe0.8 V0.2,1
60318,Hf2 Ni0.7 Ru0.3,1
60319,Cs1 O8 P1 Sb2,0
60320,Ge1 I3 Tl1,0
60321,Bi0.95 Fe1 O3 Tb0.05,1
60322,Mg2 Ni3 P1,0
60323,Ce1 Fe4 P12,0
60324,Ge33.4 Ho52 Pd11.6,3
60325,Co3 Er4,2
60326,Cd4 Cs1 In5 Se12,1
60327,Ce0.3 La0.4 Mg0.2 O3 Sr0.15 Ti0.8,3
60328,Ho2 O5 Pd2,0
60329,Ca0.375 Cu3 Ho0.625 O8 Pb2 Sr2,1
60330,Fe1.2 Nd1 Os0.8 Si2,1
60331,Fe0.108 Mg0.892 O3 Si0.997,3
60332,Cl6 Cs2 Ru1,0
60333,Au2 Ti1,0
60334,As0.1 Bi0.1 Co0.2 Fe0.6 Ni8.2 S8 Sb1.8,1
60335,Co4.68 Si0.72 Sm0.8,3
60336,Ga1 Gd1 O12 Rb2 Si4,0
60337,O7 Sn2 Ta2,0
60338,Ge3 Mo5,0
60339,Mg0.95 Mn0.05 O6 Ta2,1
60340,Ba2 F7 Ni2 O3 P1,0
60341,As2 Ge1 Mg1,0
60342,C1 Cl1 Gd2,0
60343,Cr1 P3 S9.238,3
60344,Bi0.95 Ca0.05 Fe0.95 O3 Ti0.05,1
60345,Co12 Li2 P7,0
60346,Ba0.2 Na0.8 Nb0.8 O3 Ti0.13 Zr0.07,1
60347,Bi12 Cl6 O15,0
60348,Eu0.85 In0.15 Pt2,1
60349,Ag4 Ga2.4 In1.6 Se8,1
60350,Ce0.35 O4 Sr0.5 W1,3
60351,Co3 Pt1,1
60352,Ba0.683 Cu3 La1.137 O7.13,3
60353,C2 La1 Rh1,0
60354,As4 S3.6 Se0.4,1
60355,Co0.8 Fe0.2 La1 O3,1
60356,Ge2 Hf0.5 Sc0.5,1
60357,Ru1 Se2,0
60358,Ba0.402 Cu1 O10 Si4 Sr0.598,3
60359,Ba0.559 Br0.028 Ca0.025 Cl0.139 F1,3
60360,B1 Fe1 O3,0
60361,Ca0.881 Cu2 O7 Pb0.5 Sr2 Tl0.619,3
60362,Cl17.742 W6,2
60363,As4 Hg1 I2 S4,3
60364,Co1 Sn1 U1,0
60365,Be6.8 Cr5.2,1
60366,Ni16 Si7 V6,0
60367,Co0.7 Ni1.3 U1,1
60368,Ho1 Si1 Ti1,0
60369,Re0.99 Zr0.01,1
60370,Pb0.16 Pd0.84,1
60371,Fe2 N1 Nb4,0
60372,C1 B1 Mo1.7 Rh0.3,1
60373,Ca1.58 O4 Si1 Sr0.42,3
60374,Si2 Ta0.2 W0.8,1
60375,Eu1 Ge1 Mg1,0
60376,As2 Mn1 O6,0
60377,La3 O5 S2 Ta1,3
60378,Fe1 S5 U2,0
60379,Fe1 Ga1 Mn1 O4,1
60380,Br3 F6 Sb1 Se1,0
60381,Gd1 Hg1,0
60382,B6 Fe3 Tb4,0
60383,K1 Sc1 Te2,0
60384,Fe1.55 Mn0.76 Na1.5 O12 P3 Zn0.69,3
60385,Au2 O9 Sm4,0
60386,Ce0.9 Tb0.1,1
60387,Cd7 N30 Na4 O36,2
60388,C4 I15 La10,0
60389,Al1.5 Si1.5 Zr5,1
60390,Hg6 K1,0
60391,Mn1 O3 Sm1,0
60392,Ba0.1 In1 La0.9 O3,1
60393,Li2 Mo1 O6 Te1,0
60394,Ir1 Ru1,1
60395,Bi0.9 Fe0.95 Nd0.1 O3 Sc0.05,1
60396,Li2 Mg2 N1 O9 P3,0
60397,C0.7 Fe14 Gd2,2
60398,F3 Ni1,0
60399,B1 Ba1 Na1 O3,0
60400,Os3 Pu5,0
60401,Bi5 La3 Mg1,0
60402,Li4 Se4 Sn1,2
60403,Bi1 Mn1,2
60404,Cu3 O6 Te1,0
60405,Ca2 O7 P2,0
60406,Er3 Ir2,0
60407,Fe0.2 Li1 Mn0.8 O2,1
60408,Au2 Ba1 F12,0
60409,Cu0.16 Gd1 Sn1.87,2
60410,Co2.2 Dy3 Si1.8,1
60411,Ca0.5 Cs0.5 Gd0.5 P1 S4,1
60412,O6.5 Pb2 Sb1 Sn1,3
60413,As1 V1.15 Zr0.85,1
60414,Br14 Cs2 W6,2
60415,Co2.54 O4,2
60416,Fe2.287 O4 Ti0.713,1
60417,Mn1 O6 Ta2,1
60418,Cd2 P2 Sr1,0
60419,Au4.44 Eu1.12 Ga2.22,3
60420,Cu0.2 Nd1.8 O6.8 Ru2,3
60421,Ni1 Sn1 Th1,0
60422,Er2 S4 Sr1,1
60423,K0.26 O2.87 Si1 Sr0.74,3
60424,Cu1 P2 Sm1,0
60425,C2 Co1 Tm1,0
60426,Co2 Dy3 In4,0
60427,Ni3 Si2,0
60428,Al0.32 Co0.68 Li1 O2,1
60429,Ce3 Ge5 Pd14,0
60430,Al0.17 W0.66 Zr0.17,1
60431,Ag1 B5 Bi2 O11,0
60432,Al2 Ca3 O12 Sn2 Ti1,1
60433,Cu1 Dy2 Mn5 O12,0
60434,Ni2 S6 Ta9,0
60435,Ca0.01 Ge0.01 La0.99 Nb0.99 O4,1
60436,Co1 Sb2.847 Te0.068,3
60437,Cl4 Cr1 Li2,3
60438,Dy0.06 O12 P3 Sr3 Y0.94,3
60439,Cu1 Ge9 O24 Sr5,0
60440,Ca0.416052 Li10.251948 O32.004 Sm0.48006 Ti12.85494,1
60441,Li1 Sn1,0
60442,Ba1 S2.955 V1,2
60443,Hg2 Nd1,0
60444,Ge13 Ir4 Lu3,0
60445,Ga6 Tm1,0
60446,In3.3 La6 Se14,2
60447,C2 Ag1 K1 N2,0
60448,Fe1 O6 Sr2 U1,0
60449,Ba1 Ca0.2 Cu3 O7 Pb1 Sr1 Y0.8,3
60450,Cu1 Fe1 Ho1,1
60451,O3 Tb2,2
60452,Cr1 Ge3 La1,0
60453,Cr0.5 Fe1 Ga0.5,1
60454,Ba0.3 La0.04 Mn1 O3 Sr0.66,1
60455,As2 Cs2 Si1,0
60456,K3 O10 S2 V1,0
60457,Cs1 Dy1 S2,0
60458,Al0.8 As1 Ga0.2,1
60459,Bi2 Li8 Mo7 O28,0
60460,O4 Tm1 V1,0
60461,Mn1.48 Ti1 V0.52,1
60462,Ba1.75 Ca0.2 Cu3 La0.25 O7 Y0.8,3
60463,As1 Ni1 S1,1
60464,Nb2.94 Nd1 O11.51 Sr3 Ti0.06,3
60465,Li3 O35 U7 V5,2
60466,Fe1 Ge0.17 Mn1 P0.83,2
60467,Co9.8 Sm1 V2.2,1
60468,Ce0.98 Pt2 Sn1.65,2
60469,Co0.324 Li0.425 Mn0.332 Ni0.334 O2,3
60470,Ba0.7 Ca0.06 O3 Sr0.24 Ti1,1
60471,Ce13 Ir34.4 P24,2
60472,O2 Rb1 Sc1,0
60473,Au51 Pu14,2
60474,Ge7 Mg11.83 Sr2.17,1
60475,Al5.36 Ba46 Cu24.14 O81.6,3
60476,Co0.48 Mn0.52 O3 Y1,3
60477,C4 Cl2 Cs2 N4 Pt1,0
60478,Mg0.99 N0.6 O12.11 Zr6.01,3
60479,Bi1 Co0.8 O3 Ti0.2,1
60480,Cu0.99 Ni4.95 Sn8.7 Zn3.96,3
60481,Ca0.16 O1.84 Zr0.84,3
60482,C0.7 B36 Mg3 Si9.3,3
60483,Al4.2 B1.8 O9,3
60484,Au2 Ca5,0
60485,F7 Li3 Th1,2
60486,F0.38 Gd8.81 Na1.19 O25.62 Si6,1
60487,Ag1 Ca2 O12 V3 Zn2,1
60488,Ba2 Cu4 O8 Pr0.8 Y0.2,1
60489,O32 P4 W8,0
60490,Ge1.2 Pd0.8 Sm1,1
60491,Ba1 Cu1 Nd1.2 O5 Y0.8,1
60492,Ba1 Mg3.33 N4 Nb0.67,1
60493,O5 Rb4 Sb2,2
60494,Ga3 Gd1 Ni1,1
60495,C1 Fe17 Pr2,2
60496,Fe2.4 Ni0.6 Si1,1
60497,K1 Na2 Ni1 O2,2
60498,Ba12 Ca3 Mn6 Mo3 O36,1
60499,Fe1 O6 Pr1 Sr1 Ti1,1
60500,Au2 Ga4 Na1,0
60501,Ru4 Sn4.96 Zn5.94,2
60502,Cs2 Nb4 O11,0
60503,B2 Mg2 P0.92 Rh5,2
60504,Cs3 Er1 F2 O10 Si4,0
60505,Cu3 O4 Ti1,1
60506,Be1 Eu1 Nd2 O5,1
60507,Fe1.92 O4 Ti0.61,3
60508,Au2 In1 Lu2,0
60509,Br1 In1 Te1,0
60510,Mo1 Te3 Tl4,1
60511,Al7 Ca4 F33 Na4.032,2
60512,N0.88 V1,2
60513,Al1 Dy0.8 Nd0.2 O3,1
60514,Mn0.66 Ni0.34 O1,1
60515,Cu0.25 La0.5 O4 Sr1.5 Ti0.75,1
60516,Ca0.5 Ir1 O6 Sr3.5,1
60517,Ga9 Ni12 Pd1,1
60518,Si2 Y1,0
60519,Cs0.6 Nb1 S2,2
60520,Cs2 O13 P4 Ti1,0
60521,Bi13 Co6.5 Fe6.5 O40,1
60522,Ce2 Ni6.25 Si0.75,1
60523,Na0.85 Si17,2
60524,Al1 Ba3 Cl1 Se4,0
60525,Bi1 Br7 Hg6 Sb4,0
60526,Ba1 Pr1 S6 Sn2,0
60527,O1 Pd2 Zr4,0
60528,Al0.24 Ge1.76 Li1.23 O12 P3,3
60529,Ge1 In0.34 La3 S7,2
60530,Al1.82 Fe0.72 Mg0.29 O4,3
60531,Ge1 Ni2 Zn1,0
60532,Fe0.875 S1,2
60533,Ni1 O3.67 Sr1.67 Y0.33,3
60534,Ba1 I2,0
60535,Ga2.5 Ni2.5 Y1,1
60536,Ca3 N2 O4 Si2,2
60537,Fe1 Mo1 Na0.03 O6 Sr1.97,1
60538,As0.07 P0.93 V1,1
60539,As2.5 Ga4.5 Pd12,3
60540,Cu1 Rh1,1
60541,Co5 Fe1 Ga6 Zr1,1
60542,Cr1.5 Nb2.5 Se10,1
60543,Br0.5 Cl0.5 La1 O1,1
60544,Ba0.6 O6 Sr1.4 W1 Zn1,1
60545,Ba2 Cu3 Li1 O6,0
60546,Al6 Cl1 Na7.78 O28 S1 Si6,3
60547,Ce1 O6 Ta1 Ti1,1
60548,As0.73 Mn1 Sb0.27,1
60549,Cs23 O14.15 Sn8,2
60550,Al3.75 Dy3 Fe1 Mg0.25 Si2,3
60551,Cl0.306 Li10.24 O0.152 P1.358 S11.542 Si1.642,3
60552,Cl6 Cs2 W1,0
60553,Nb2 O7.8 Pb2.8,2
60554,Lu1 Pt3,0
60555,Gd1 La1 Mn2 Si2,1
60556,F2 Sn1,0
60557,Cr0.8 Mn0.2 Nd1 O3,1
60558,Al1 N1 O5 Si1 Y2,3
60559,Cs2 N2 Tb6 Te7,0
60560,As1 Fe1 O1 Sm1,0
60561,K4 S12 Tc6,0
60562,Er0.05 F4 K1 Y0.95,1
60563,Ba0.05 Ca0.25 La0.5 Mn1 O3 Sr0.2,1
60564,Cr2 Fe0.6 Mg0.4 O4,1
60565,Ba1.92 Cu3 O7.1 Pr1.08,3
60566,C2 B1 Sc2,0
60567,F7 Sc1 Sr2,0
60568,Li2.333 O8 Ti3.167 Zn0.5,1
60569,Ba2 Cu2.8 Ni0.2 O6.85 Y1,3
60570,Ag2 Ge2 Nd1,0
60571,Bi1.39 Mg0.44 Ni0.22 O6.62 Ta1.32,3
60572,Mn3 N5.2 O2.8 Ta3,1
60573,Co0.88 Li1 O4 P1 V0.08,3
